Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-07-26,10:13:34,PNQ3821106,Cancelled by Driver,CID5442423,Auto,Balewadi,Hinjewadi Phase 3,,,,,1.0,Customer not reachable,,,,,,,
2024-11-22,07:52:12,PNQ2992766,Completed,CID4388795,Go Sedan,Hinjewadi Phase 1,Balewadi,1.6,12.9,,,,,,,131.0,5.76,4.1,4.3,Cash
2024-01-13,02:18:07,PNQ1093002,Cancelled by Driver,CID4302313,Bike,Koregaon Park,NIBM Road,,,,,1.0,Customer cancelled trip,,,,,,,
2024-04-16,08:49:43,PNQ7034246,Completed,CID5323171,Go Mini,Balewadi,Chinchwad,4.5,24.0,,,,,,,217.0,8.13,4.3,3.7,UPI
2024-02-06,06:28:07,PNQ4343362,Completed,CID3870945,Go Sedan,Viman Nagar,Shivajinagar,18.4,11.2,,,,,,,208.0,7.98,4.3,4.0,UPI
2024-08-04,21:42:25,PNQ4040864,No Driver Found,CID4534846,Go Mini,Kothrud,Lohegaon,,,,,,,,,,,,,
2024-01-06,17:19:21,PNQ8463884,Completed,CID3921390,Bike,Kothrud,Dhanori,3.9,13.3,,,,,,,248.0,14.88,4.2,4.1,Cash
2024-07-17,11:19:27,PNQ3171236,Cancelled by Customer,CID2405329,Go Sedan,Balewadi,Koregaon Park,,,1.0,Driver asked to cancel,,,,,,,,,
2024-11-13,16:30:40,PNQ8371931,Completed,CID3903500,Go Sedan,Wagholi,Kharadi,4.7,16.1,,,,,,,135.0,6.42,4.7,5.0,Cash
2024-11-10,16:43:31,PNQ3278433,Completed,CID6072383,Auto,Deccan Gymkhana,Baner,3.4,45.6,,,,,,,153.0,8.13,4.0,4.3,Cash
2024-01-17,14:22:01,PNQ1674081,No Driver Found,CID4340375,Auto,Hinjewadi Phase 1,Wakad,,,,,,,,,,,,,
2024-05-10,17:55:51,PNQ8255986,Completed,CID1121887,Go Sedan,Baner,Shivajinagar,4.1,7.3,,,,,,,191.0,5.95,3.9,3.9,UPI
2024-07-15,18:49:06,PNQ7658890,Completed,CID3366457,Bike,Hinjewadi Phase 3,Aundh,6.2,13.8,,,,,,,134.0,9.0,3.8,5.0,UPI
2024-08-04,17:39:56,PNQ8767880,Completed,CID6554077,Bike,Hinjewadi Phase 2,Balewadi,6.9,14.5,,,,,,,127.0,7.47,3.8,4.4,UPI
2024-06-28,21:43:31,PNQ7184111,Completed,CID9646249,Bike,Kothrud,Hinjewadi Phase 1,9.0,44.0,,,,,,,140.0,10.07,3.8,4.4,UPI
2024-01-14,11:31:48,PNQ5600140,Completed,CID4402847,Auto,Chinchwad,Lohegaon,6.0,30.8,,,,,,,257.0,13.07,3.9,5.0,Ola Money
2024-02-14,13:34:05,PNQ1250021,Cancelled by Customer,CID5129705,Go Mini,Deccan Gymkhana,Kalyani Nagar,,,1.0,Driver was too far,,,,,,,,,
2024-02-12,09:53:45,PNQ7103819,Completed,CID1278420,Go Mini,Hinjewadi Phase 2,Nigdi,7.3,14.6,,,,,,,270.0,8.95,4.7,5.0,UPI
2024-11-19,20:29:24,PNQ9351128,Completed,CID4658130,Bike,Kalyani Nagar,Kothrud,4.1,28.0,,,,,,,173.0,12.88,3.8,4.3,Ola Money
2024-06-21,09:30:02,PNQ4588500,Completed,CID7709155,Go Mini,Kalyani Nagar,Magarpatta,23.7,36.8,,,,,,,108.0,4.05,4.3,4.1,UPI
2024-06-14,10:49:45,PNQ1277570,Completed,CID2224784,Prime Sedan,Baner,Undri,6.7,17.1,,,,,,,511.0,14.32,4.4,4.1,Cash
2024-08-19,08:26:06,PNQ5035017,Incomplete,CID5007814,Auto,Airport Road,Pimpri,5.4,32.2,,,,,1.0,Route issue,355.0,14.19,,,
2024-01-06,17:37:55,PNQ8664085,Completed,CID3266302,Auto,Wakad,Hinjewadi Phase 3,3.6,5.2,,,,,,,106.0,4.73,4.0,4.4,Cash
2024-12-11,18:59:32,PNQ6429935,Cancelled by Driver,CID3343078,Auto,Pune Station,Hadapsar,,,,,1.0,Traffic too heavy,,,,,,,
2024-08-15,06:11:29,PNQ5055889,Completed,CID9243077,Auto,Hinjewadi Phase 3,Vishrantwadi,4.1,5.9,,,,,,,288.0,15.51,4.1,4.4,Cash
2024-05-20,17:24:51,PNQ8929638,Completed,CID8089210,Go Mini,Kothrud,Akurdi,4.3,6.1,,,,,,,360.0,15.81,4.1,5.0,Ola Money
2024-10-01,16:03:16,PNQ5285297,Completed,CID1246048,Go Mini,Hinjewadi Phase 3,Hinjewadi Phase 1,7.1,9.8,,,,,,,53.0,1.49,4.4,4.5,UPI
2024-10-26,07:33:31,PNQ7282897,Completed,CID5282536,Auto,Kalyani Nagar,Shivajinagar,3.0,19.6,,,,,,,109.0,6.07,4.9,4.4,UPI
2024-03-30,20:18:54,PNQ2019349,Completed,CID9112333,Auto,Wagholi,NIBM Road,2.1,6.9,,,,,,,272.0,12.46,4.8,4.3,UPI
2024-03-24,05:38:21,PNQ9499536,No Driver Found,CID5423227,Auto,Viman Nagar,Akurdi,,,,,,,,,,,,,
2024-08-06,07:09:53,PNQ9665536,Completed,CID6001338,Bike,Viman Nagar,Nigdi,4.1,25.8,,,,,,,221.0,18.92,3.9,4.6,Debit Card
2024-02-09,08:31:15,PNQ4418294,Completed,CID9329833,Auto,Hinjewadi Phase 2,Deccan Gymkhana,1.2,24.2,,,,,,,342.0,14.64,4.4,4.2,UPI
2024-01-03,11:47:51,PNQ1066832,Completed,CID4858145,Prime Sedan,Viman Nagar,Dhanori,3.5,16.1,,,,,,,241.0,5.85,4.0,3.9,Ola Money
2024-11-30,20:49:24,PNQ7722086,Completed,CID1200607,Go Mini,Lohegaon,Viman Nagar,6.0,4.5,,,,,,,117.0,2.88,4.0,4.8,Credit Card
2024-01-23,10:14:21,PNQ3327790,Completed,CID9615233,Auto,Undri,Deccan Gymkhana,6.9,45.0,,,,,,,309.0,11.65,4.0,4.4,Ola Money
2024-12-15,15:31:14,PNQ5368033,Completed,CID2710029,Auto,Dhanori,Swargate,3.6,17.1,,,,,,,189.0,12.17,4.7,4.4,UPI
2024-08-15,18:58:07,PNQ9662313,Cancelled by Customer,CID3030275,Prime SUV,Wakad,NIBM Road,,,1.0,Got another ride,,,,,,,,,
2024-02-21,08:08:47,PNQ3063877,Completed,CID1514490,Auto,Magarpatta,Baner,8.9,3.7,,,,,,,328.0,15.87,3.7,4.2,Ola Money
2024-11-05,15:28:31,PNQ8417780,Completed,CID8463984,Go Mini,Hinjewadi Phase 2,Baner,9.0,3.5,,,,,,,129.0,6.43,3.8,4.0,UPI
2024-07-06,18:27:01,PNQ1865551,Completed,CID1223749,Go Sedan,Kothrud,Akurdi,6.0,13.2,,,,,,,509.0,15.79,4.8,4.3,UPI
2024-12-28,14:44:23,PNQ5668537,Completed,CID9187602,Auto,Hadapsar,Kalyani Nagar,6.6,4.2,,,,,,,86.0,3.51,4.1,4.1,Cash
2024-11-21,15:26:30,PNQ8042146,Incomplete,CID8033122,Go Sedan,Chinchwad,Nigdi,2.9,2.2,,,,,1.0,Route issue,118.0,3.47,,,
2024-01-18,09:35:44,PNQ9189188,Completed,CID7389664,Auto,Hinjewadi Phase 2,Kharadi,4.4,8.5,,,,,,,483.0,23.64,4.3,3.8,Debit Card
2024-08-04,06:05:16,PNQ3499213,Cancelled by Driver,CID9061272,Auto,Shivajinagar,Katraj,,,,,1.0,Personal issue,,,,,,,
2024-12-06,11:25:32,PNQ6009066,Completed,CID9852659,Go Sedan,Wagholi,Kharadi,3.5,27.7,,,,,,,149.0,6.47,4.2,4.6,UPI
2024-05-04,20:56:08,PNQ3275424,Completed,CID6116054,Auto,Magarpatta,Kharadi,11.3,1.3,,,,,,,124.0,4.2,4.0,5.0,UPI
2024-03-02,03:05:36,PNQ8481717,Cancelled by Customer,CID6696598,Auto,Wakad,Nigdi,,,1.0,Wrong vehicle type shown,,,,,,,,,
2024-04-05,17:28:42,PNQ2414632,Completed,CID4457553,Auto,Wagholi,Dhanori,3.0,4.4,,,,,,,343.0,14.54,4.3,4.4,Debit Card
2024-10-06,11:16:30,PNQ2179598,Completed,CID4322946,Auto,Hinjewadi Phase 2,Undri,0.7,12.6,,,,,,,347.0,22.78,3.5,4.5,UPI
2024-02-04,22:42:11,PNQ8197978,Cancelled by Driver,CID5869546,Bike,Hinjewadi Phase 2,Dhanori,,,,,1.0,Customer cancelled trip,,,,,,,
2024-10-25,12:35:02,PNQ4560472,Completed,CID4207540,Auto,Vishrantwadi,Swargate,2.2,25.3,,,,,,,159.0,8.27,4.5,4.5,Credit Card
2024-04-28,08:19:08,PNQ8582977,Cancelled by Driver,CID5066926,Go Sedan,Viman Nagar,Akurdi,,,,,1.0,Customer not reachable,,,,,,,
2024-12-25,12:23:03,PNQ9774950,No Driver Found,CID6882863,Prime Sedan,Akurdi,Kharadi,,,,,,,,,,,,,
2024-09-18,18:07:33,PNQ1491482,No Driver Found,CID8717186,Prime Sedan,Koregaon Park,Katraj,,,,,,,,,,,,,
2024-12-06,09:33:00,PNQ1599198,Cancelled by Driver,CID9595638,Bike,Wagholi,Deccan Gymkhana,,,,,1.0,Personal issue,,,,,,,
2024-06-04,20:08:20,PNQ5519791,Completed,CID5985724,Prime Sedan,Hinjewadi Phase 2,Aundh,11.3,14.0,,,,,,,348.0,9.45,4.6,4.1,UPI
2024-05-04,19:51:13,PNQ8506416,Cancelled by Driver,CID4675958,Go Sedan,Aundh,Hinjewadi Phase 3,,,,,1.0,Customer cancelled trip,,,,,,,
2024-04-06,17:30:30,PNQ3452198,Completed,CID8643444,Go Sedan,Hinjewadi Phase 3,Swargate,8.5,36.3,,,,,,,575.0,18.74,4.3,4.1,Cash
2024-04-19,07:24:35,PNQ1025762,Incomplete,CID1660929,Auto,Kothrud,Deccan Gymkhana,4.6,16.4,,,,,1.0,Route issue,62.0,3.2,,,
2024-11-20,16:54:51,PNQ3795098,Incomplete,CID2170811,Go Mini,Chinchwad,Magarpatta,4.2,14.8,,,,,1.0,Route issue,340.0,19.74,,,
2024-02-06,08:08:54,PNQ9902792,Completed,CID2233924,Go Sedan,Kalyani Nagar,Katraj,2.4,19.2,,,,,,,342.0,11.57,3.4,4.7,Ola Money
2024-09-18,08:48:04,PNQ3831179,Cancelled by Driver,CID9513503,Auto,Akurdi,Vishrantwadi,,,,,1.0,Traffic too heavy,,,,,,,
2024-09-01,14:04:36,PNQ4583123,Completed,CID1770045,Auto,Airport Road,Aundh,3.1,28.1,,,,,,,220.0,11.85,4.7,4.2,Ola Money
2024-03-25,09:48:26,PNQ8427204,No Driver Found,CID4342117,Go Mini,Chinchwad,Baner,,,,,,,,,,,,,
2024-11-16,11:14:52,PNQ9190792,Completed,CID4318368,Bike,Dhanori,Aundh,1.7,10.2,,,,,,,129.0,11.7,4.3,3.9,UPI
2024-05-14,12:48:27,PNQ1045379,Cancelled by Customer,CID7689571,Prime Sedan,Pimpri,Vishrantwadi,,,1.0,Change of plans,,,,,,,,,
2024-01-22,19:49:25,PNQ8387616,No Driver Found,CID2401033,Prime SUV,Lohegaon,Wagholi,,,,,,,,,,,,,
2024-01-15,08:46:59,PNQ8987484,Completed,CID4432739,Auto,Aundh,Koregaon Park,1.7,3.9,,,,,,,235.0,10.1,4.2,4.3,Credit Card
2024-07-10,12:38:53,PNQ1654662,Completed,CID7571567,Go Mini,Swargate,Aundh,5.2,23.6,,,,,,,184.0,8.32,4.0,4.3,UPI
2024-04-25,18:08:30,PNQ2159171,Completed,CID4566200,Auto,Aundh,Akurdi,5.9,10.8,,,,,,,251.0,9.75,5.0,4.2,UPI
2024-11-10,21:32:56,PNQ6301688,Completed,CID9066577,Prime Sedan,Hinjewadi Phase 1,Kalyani Nagar,2.8,2.6,,,,,,,607.0,19.97,4.2,4.4,UPI
2024-07-27,16:48:40,PNQ3821882,Completed,CID6472316,Auto,Hadapsar,Pune Station,1.4,15.0,,,,,,,106.0,4.45,3.8,4.1,UPI
2024-03-21,09:33:18,PNQ6035956,Completed,CID1403430,Go Sedan,Deccan Gymkhana,Katraj,1.1,10.7,,,,,,,206.0,5.97,3.6,4.4,Ola Money
2024-09-11,18:27:38,PNQ3900595,Incomplete,CID8072994,Go Sedan,Airport Road,Magarpatta,14.2,13.6,,,,,1.0,Route issue,279.0,8.57,,,
2024-01-16,12:35:05,PNQ5487678,Completed,CID1368420,Auto,Swargate,Wakad,2.8,24.9,,,,,,,237.0,17.23,4.5,4.2,UPI
2024-12-26,20:09:49,PNQ5758752,Completed,CID6248911,Bike,Viman Nagar,Hadapsar,19.7,37.1,,,,,,,128.0,6.59,3.9,4.5,UPI
2024-11-24,05:17:25,PNQ5172758,Cancelled by Driver,CID2009257,Auto,Swargate,Viman Nagar,,,,,1.0,Customer not reachable,,,,,,,
2024-05-23,13:51:58,PNQ2464126,Completed,CID4702605,Auto,Undri,Koregaon Park,4.5,26.4,,,,,,,114.0,6.21,4.5,4.6,Ola Money
2024-06-23,10:34:38,PNQ1745402,Completed,CID5082389,Prime SUV,Swargate,Kalyani Nagar,4.4,7.1,,,,,,,277.0,5.75,4.9,4.3,Cash
2024-06-16,20:54:30,PNQ3119488,Completed,CID7275258,Go Mini,Undri,Hadapsar,0.7,7.3,,,,,,,200.0,6.36,4.3,4.6,Cash
2024-09-18,13:48:55,PNQ4642834,Completed,CID2636071,Bike,Nigdi,Magarpatta,2.5,9.1,,,,,,,254.0,23.82,4.2,4.4,Credit Card
2024-12-18,16:35:59,PNQ3393804,Completed,CID2890040,Bike,Nigdi,Magarpatta,1.7,10.3,,,,,,,298.0,25.02,3.2,4.2,UPI
2024-12-15,16:42:50,PNQ2587820,Completed,CID7628520,Go Mini,Pimpri,Magarpatta,2.3,27.5,,,,,,,443.0,20.12,4.1,4.3,Cash
2024-10-20,07:21:05,PNQ1363141,Completed,CID4964667,Auto,Hadapsar,Kharadi,3.2,18.7,,,,,,,76.0,2.69,4.0,4.3,Credit Card
2024-12-20,14:21:34,PNQ4603742,Completed,CID9029278,Bike,Chinchwad,Undri,2.3,18.9,,,,,,,252.0,20.9,4.2,4.2,Cash
2024-09-21,16:04:16,PNQ7777360,Completed,CID5825854,Go Mini,Chinchwad,Aundh,5.0,12.0,,,,,,,238.0,10.01,3.8,4.4,Debit Card
2024-11-18,09:17:55,PNQ8914667,Cancelled by Driver,CID6937143,Auto,Airport Road,Kharadi,,,,,1.0,Traffic too heavy,,,,,,,
2024-05-27,16:14:20,PNQ5429521,Cancelled by Customer,CID8566440,Go Mini,Shivajinagar,Dhanori,,,1.0,Wait time too long,,,,,,,,,
2024-06-14,20:36:12,PNQ1590969,Cancelled by Driver,CID4942152,Go Mini,Shivajinagar,Undri,,,,,1.0,Traffic too heavy,,,,,,,
2024-06-27,22:12:52,PNQ1596207,Completed,CID7920676,Go Sedan,Baner,Koregaon Park,2.1,3.5,,,,,,,243.0,10.68,4.2,4.6,UPI
2024-06-20,14:26:17,PNQ4093451,Completed,CID3818163,Auto,Kothrud,Hinjewadi Phase 3,3.0,18.1,,,,,,,305.0,15.4,3.9,4.8,Cash
2024-05-15,16:42:42,PNQ6715585,Completed,CID6892023,Auto,Pimpri,Aundh,9.2,9.2,,,,,,,148.0,7.75,4.9,4.8,UPI
2024-04-06,18:56:50,PNQ5421053,Completed,CID5045480,Bike,Katraj,Wagholi,1.0,19.6,,,,,,,267.0,16.88,4.3,4.1,Cash
2024-03-12,18:44:18,PNQ3466394,No Driver Found,CID1215188,Auto,Katraj,Vishrantwadi,,,,,,,,,,,,,
2024-04-07,17:23:45,PNQ9336770,Incomplete,CID5110640,Go Mini,NIBM Road,Shivajinagar,3.7,8.3,,,,,1.0,Vehicle Breakdown,260.0,7.98,,,
2024-10-04,15:13:51,PNQ1401918,Completed,CID5486049,Prime Sedan,Kalyani Nagar,Hinjewadi Phase 3,5.7,12.0,,,,,,,566.0,22.67,3.9,4.6,Ola Money
2024-08-24,15:11:07,PNQ9639008,Completed,CID3108215,Go Sedan,NIBM Road,Magarpatta,4.3,30.6,,,,,,,101.0,3.41,4.6,4.4,Ola Money
2024-05-29,16:13:38,PNQ4611179,Cancelled by Customer,CID8264153,Go Mini,Wagholi,Deccan Gymkhana,,,1.0,Got another ride,,,,,,,,,
2024-11-20,19:11:56,PNQ2809602,Completed,CID1062514,Auto,Kalyani Nagar,Swargate,4.4,11.5,,,,,,,139.0,4.86,4.1,5.0,UPI
2024-11-27,18:23:15,PNQ9624780,Completed,CID3832308,Go Sedan,Katraj,Hinjewadi Phase 3,10.6,21.9,,,,,,,539.0,21.86,4.3,4.6,UPI
2024-07-19,13:17:59,PNQ3045994,Cancelled by Driver,CID8390212,Bike,Swargate,Undri,,,,,1.0,Personal issue,,,,,,,
2024-10-17,13:21:09,PNQ2017386,Cancelled by Customer,CID4964109,Go Mini,Akurdi,Kharadi,,,1.0,Driver asked to cancel,,,,,,,,,
2024-05-10,16:16:07,PNQ4979167,Cancelled by Driver,CID4129770,Go Mini,Koregaon Park,Kothrud,,,,,1.0,Vehicle breakdown,,,,,,,
2024-07-11,18:25:00,PNQ5673529,Completed,CID3153807,Bike,Pimpri,Vishrantwadi,7.6,25.7,,,,,,,106.0,6.19,4.5,3.8,UPI
2024-02-04,08:59:16,PNQ4155355,Completed,CID7735301,Auto,Airport Road,Dhanori,2.4,13.4,,,,,,,50.0,2.13,4.0,4.3,UPI
2024-09-10,13:35:37,PNQ1492172,Completed,CID3191097,Bike,Baner,Undri,1.9,25.4,,,,,,,178.0,14.78,4.0,3.9,Ola Money
2024-05-21,14:26:12,PNQ8665949,Completed,CID8554613,Auto,Viman Nagar,Hinjewadi Phase 1,3.6,16.7,,,,,,,321.0,18.2,5.0,4.7,UPI
2024-05-16,05:27:40,PNQ2755534,Cancelled by Driver,CID3264251,Bike,Dhanori,NIBM Road,,,,,1.0,Traffic too heavy,,,,,,,
2024-09-07,16:30:27,PNQ6062829,Completed,CID9683231,Bike,Chinchwad,Swargate,6.3,1.5,,,,,,,230.0,18.36,4.5,4.1,UPI
2024-07-17,10:08:11,PNQ4644563,Completed,CID8784419,Prime SUV,Kothrud,Undri,4.8,35.1,,,,,,,527.0,11.7,3.9,4.4,UPI
2024-03-03,11:51:03,PNQ1703050,Cancelled by Driver,CID1437083,Auto,NIBM Road,Dhanori,,,,,1.0,Customer cancelled trip,,,,,,,
2024-01-22,19:17:06,PNQ6545356,Completed,CID3181976,Prime Sedan,Kharadi,Shivajinagar,13.8,20.1,,,,,,,355.0,9.41,3.8,4.8,UPI
2024-10-07,15:08:50,PNQ6153699,Completed,CID4094310,Prime Sedan,Chinchwad,Wakad,5.4,10.2,,,,,,,129.0,4.53,4.5,4.4,Credit Card
2024-02-19,21:43:27,PNQ6792632,Cancelled by Customer,CID6073876,Bike,Kalyani Nagar,Koregaon Park,,,1.0,Change of plans,,,,,,,,,
2024-04-14,05:42:36,PNQ1417925,Completed,CID1236375,Prime Sedan,Hinjewadi Phase 2,Dhanori,2.8,17.1,,,,,,,457.0,18.82,4.3,4.4,UPI
2024-01-31,01:21:39,PNQ3214918,Cancelled by Driver,CID1272719,Go Mini,NIBM Road,Magarpatta,,,,,1.0,Traffic too heavy,,,,,,,
2024-05-21,09:15:14,PNQ9289141,Cancelled by Customer,CID9207919,Prime Sedan,Akurdi,Lohegaon,,,1.0,Driver asked to cancel,,,,,,,,,
2024-04-22,16:36:48,PNQ7008420,No Driver Found,CID6541424,Prime Sedan,Hinjewadi Phase 2,Wakad,,,,,,,,,,,,,
2024-05-16,21:22:53,PNQ7653694,Completed,CID2363960,Go Mini,Pune Station,Aundh,2.0,5.0,,,,,,,156.0,7.92,3.9,4.4,Cash
2024-05-01,08:35:37,PNQ9698049,Cancelled by Customer,CID2170099,Auto,Deccan Gymkhana,Aundh,,,1.0,Change of plans,,,,,,,,,
2024-06-11,18:10:51,PNQ7186892,No Driver Found,CID1061888,Auto,Kharadi,Swargate,,,,,,,,,,,,,
2024-07-15,08:39:01,PNQ2624307,Completed,CID4127563,Go Mini,Hadapsar,Swargate,12.8,26.7,,,,,,,236.0,7.82,4.8,4.8,Debit Card
2024-03-23,07:47:39,PNQ9274985,Cancelled by Driver,CID4977522,Go Mini,Koregaon Park,Hinjewadi Phase 1,,,,,1.0,Personal issue,,,,,,,
2024-05-18,18:07:06,PNQ5700003,Incomplete,CID5437455,Go Sedan,Nigdi,Pimpri,5.4,10.8,,,,,1.0,Customer dispute,191.0,6.78,,,
2024-05-06,19:14:15,PNQ9493648,Cancelled by Driver,CID1189529,Go Mini,Hadapsar,Dhanori,,,,,1.0,Personal issue,,,,,,,
2024-08-23,16:57:11,PNQ6014103,No Driver Found,CID7926679,Go Sedan,Vishrantwadi,Magarpatta,,,,,,,,,,,,,
2024-04-22,09:00:15,PNQ7984293,Completed,CID6905117,Go Mini,Lohegaon,Wagholi,2.6,12.8,,,,,,,282.0,11.79,4.8,4.4,Cash
2024-12-09,10:37:55,PNQ8370940,Completed,CID8012738,Bike,Vishrantwadi,Viman Nagar,5.3,12.1,,,,,,,103.0,4.94,4.4,4.3,UPI
2024-11-03,19:28:13,PNQ5333141,Completed,CID8849240,Go Sedan,NIBM Road,Baner,1.4,12.8,,,,,,,534.0,15.85,4.2,4.0,UPI
2024-04-28,07:05:26,PNQ3621405,Cancelled by Customer,CID7011151,Auto,Pimpri,Kharadi,,,1.0,Driver asked to cancel,,,,,,,,,
2024-12-30,13:09:47,PNQ3864291,Cancelled by Driver,CID7372516,Prime Sedan,Wakad,Lohegaon,,,,,1.0,Customer not reachable,,,,,,,
2024-07-15,19:48:24,PNQ4186968,Completed,CID5607474,Auto,Hadapsar,Hinjewadi Phase 1,0.7,24.3,,,,,,,556.0,21.75,4.6,4.5,UPI
2024-01-12,15:17:13,PNQ3868702,Cancelled by Driver,CID6955071,Bike,Chinchwad,Hinjewadi Phase 2,,,,,1.0,Vehicle breakdown,,,,,,,
2024-12-10,14:50:56,PNQ7687298,Cancelled by Driver,CID9790175,Prime SUV,Akurdi,Baner,,,,,1.0,Customer cancelled trip,,,,,,,
2024-09-25,10:01:31,PNQ5260876,Completed,CID2534054,Go Sedan,NIBM Road,Hinjewadi Phase 3,6.0,25.2,,,,,,,785.0,23.87,4.1,4.3,UPI
2024-09-16,16:53:28,PNQ3769628,Completed,CID8410558,Prime SUV,Kothrud,Hinjewadi Phase 3,1.6,17.4,,,,,,,375.0,10.26,4.0,4.4,Credit Card
2024-11-06,08:09:45,PNQ6615257,Completed,CID2074639,Go Mini,Deccan Gymkhana,Kothrud,2.8,19.8,,,,,,,98.0,3.71,4.7,4.3,Cash
2024-02-09,16:44:43,PNQ1139575,Completed,CID4538112,Go Sedan,Wakad,Swargate,5.9,30.8,,,,,,,307.0,15.6,4.6,4.5,Credit Card
2024-07-12,08:25:13,PNQ6079625,Completed,CID1632630,Auto,Balewadi,Baner,5.9,9.6,,,,,,,138.0,3.36,3.6,4.4,Cash
2024-04-21,10:25:17,PNQ7837776,Cancelled by Driver,CID4728028,Auto,Kharadi,Pune Station,,,,,1.0,Customer not reachable,,,,,,,
2024-05-07,17:57:14,PNQ5675136,Completed,CID3700106,Bike,Nigdi,Shivajinagar,3.6,45.9,,,,,,,285.0,18.3,3.9,4.3,UPI
2024-07-13,16:30:01,PNQ8746958,Completed,CID3433832,Go Sedan,Lohegaon,Hadapsar,8.6,26.7,,,,,,,284.0,13.66,4.6,4.2,Cash
2024-12-17,21:15:41,PNQ2570183,Completed,CID5896050,Auto,Wagholi,Hinjewadi Phase 1,3.6,33.3,,,,,,,391.0,27.38,4.4,4.3,UPI
2024-12-23,06:45:51,PNQ9143629,Completed,CID6002665,Prime Sedan,Pune Station,Shivajinagar,11.2,0.9,,,,,,,95.0,3.16,4.3,4.7,UPI
2024-01-12,11:22:23,PNQ5910760,Completed,CID3914314,Go Sedan,Nigdi,Shivajinagar,3.9,5.7,,,,,,,350.0,16.66,4.6,3.7,UPI
2024-07-14,02:27:46,PNQ3326880,Completed,CID3796405,Auto,Hinjewadi Phase 1,Aundh,1.2,11.8,,,,,,,224.0,8.3,4.6,4.4,UPI
2024-08-16,20:05:27,PNQ7490167,Completed,CID2800682,Go Sedan,Pune Station,Nigdi,5.1,15.4,,,,,,,521.0,18.03,4.2,4.2,UPI
2024-05-10,11:17:23,PNQ7070328,No Driver Found,CID4557072,Bike,Undri,Aundh,,,,,,,,,,,,,
2024-05-13,13:10:14,PNQ6006915,Completed,CID5905566,Auto,Deccan Gymkhana,Koregaon Park,9.1,44.8,,,,,,,79.0,6.82,4.4,4.4,UPI
2024-10-26,16:38:33,PNQ1896584,Completed,CID4420764,Bike,Dhanori,Deccan Gymkhana,7.5,53.8,,,,,,,109.0,10.63,3.9,4.3,Credit Card
2024-04-10,19:24:23,PNQ7832421,Completed,CID4650169,Go Mini,Hinjewadi Phase 2,Hadapsar,10.2,25.9,,,,,,,552.0,25.47,3.7,4.8,UPI
2024-01-25,18:05:45,PNQ8306061,Completed,CID3144038,Bike,Kharadi,Swargate,7.3,6.8,,,,,,,188.0,10.32,4.9,4.2,UPI
2024-03-22,07:44:35,PNQ2423837,Cancelled by Driver,CID2566117,Go Mini,Baner,Aundh,,,,,1.0,Vehicle breakdown,,,,,,,
2024-01-26,09:33:59,PNQ3518765,Completed,CID5074699,Go Mini,Baner,Vishrantwadi,14.4,4.6,,,,,,,275.0,10.57,4.4,4.3,Ola Money
2024-05-10,13:18:09,PNQ5527994,No Driver Found,CID4864195,Bike,NIBM Road,Hinjewadi Phase 3,,,,,,,,,,,,,
2024-08-11,09:58:11,PNQ6787406,Cancelled by Driver,CID1625790,Go Sedan,Koregaon Park,Deccan Gymkhana,,,,,1.0,Vehicle breakdown,,,,,,,
2024-04-27,12:10:33,PNQ1427762,Completed,CID2028389,Auto,Undri,Katraj,6.0,6.7,,,,,,,110.0,3.13,4.1,4.7,Cash
2024-02-04,09:05:39,PNQ2399419,Incomplete,CID1844109,Auto,Viman Nagar,Swargate,9.1,35.0,,,,,1.0,Customer dispute,190.0,9.33,,,
2024-01-27,15:50:50,PNQ2177543,No Driver Found,CID5853978,Go Sedan,Undri,Hinjewadi Phase 1,,,,,,,,,,,,,
2024-03-31,09:30:27,PNQ8263884,Completed,CID3778711,Auto,Hadapsar,Hinjewadi Phase 3,0.7,10.4,,,,,,,538.0,23.55,4.2,4.2,Cash
2024-03-26,09:51:12,PNQ1634124,Completed,CID6550720,Bike,Wakad,Hinjewadi Phase 1,3.7,29.4,,,,,,,76.0,3.09,3.9,4.4,UPI
2024-11-04,17:04:49,PNQ2686460,Completed,CID7297852,Auto,Magarpatta,Lohegaon,7.9,10.5,,,,,,,189.0,8.41,4.1,4.8,UPI
2024-02-21,09:50:11,PNQ3633504,Completed,CID1024519,Auto,Akurdi,Nigdi,8.2,15.0,,,,,,,101.0,2.48,4.0,4.5,UPI
2024-09-30,07:29:35,PNQ5537994,Completed,CID4185772,Prime SUV,Kharadi,NIBM Road,2.3,4.1,,,,,,,327.0,9.55,4.1,4.9,UPI
2024-07-07,17:09:34,PNQ2924244,Completed,CID1484654,Bike,Undri,Viman Nagar,2.3,4.9,,,,,,,202.0,11.41,3.9,4.7,UPI
2024-04-05,09:00:20,PNQ2763105,Completed,CID3164870,Go Sedan,Balewadi,Baner,4.8,19.7,,,,,,,77.0,2.16,3.8,4.5,UPI
2024-03-28,18:32:52,PNQ2698354,Cancelled by Customer,CID4334605,Auto,Hadapsar,Dhanori,,,1.0,Wrong vehicle type shown,,,,,,,,,
